MR Padj NES Cancer Median_ICR_High Median_ICR_Low
BARX2 2.47609090446725e-05 2.02448408760095 BLCA 0.046610722812607 -0.0421063040011836
LMCD1 2.47609090446725e-05 2.16105791272606 BLCA 0.0864650054460016 -0.11246441447857
FLI1 2.47609090446725e-05 2.26615428920897 BLCA 0.0866137610774994 -0.101243281755803
FGF7 2.47609090446725e-05 2.40864852714045 BLCA 0.0632185635301521 -0.0998832219873525
HAVCR2 2.47609090446725e-05 3.07077908456394 BLCA 0.111188577323222 -0.10512609990011
GREM1 2.47609090446725e-05 2.64338487886537 BLCA 0.0896853985124806 -0.0955606114491327
RUNX3 2.47609090446725e-05 2.45963828649046 BLCA 0.100863052539809 -0.0934894200436009
CD28 2.47609090446725e-05 2.9110687591923 BLCA 0.108725286959955 -0.11388819788178
ZNF469 2.47609090446725e-05 2.47076390341486 BLCA 0.0823966077857918 -0.0943701837071234
LGALS9 2.47609090446725e-05 1.95570883368629 BLCA 0.0197790514079679 -0.0281284112842211
DCN 2.47609090446725e-05 2.50544056233608 BLCA 0.0934672377835361 -0.102026411576639
ZBED2 2.47609090446725e-05 2.19114083413402 BLCA 0.108155907879754 -0.0962081203548195
LILRB4 2.47609090446725e-05 3.08394927366538 BLCA 0.115188141478761 -0.112861115623071
TGFB1I1 2.47609090446725e-05 2.11882502271971 BLCA 0.104101101873689 -0.11798300037596
ROR2 2.47609090446725e-05 2.09964085018928 BLCA 0.0732610902115297 -0.0918307149266108
BNC1 2.47609090446725e-05 2.04035864888606 BLCA 0.129585497631594 -0.0980588936073578
ACVRL1 2.47609090446725e-05 2.05406273451171 BLCA 0.0584859768204688 -0.090916591152835
INHBA 2.47609090446725e-05 2.4595311384789 BLCA 0.10084667321532 -0.0892199875467685
CARD16 2.47609090446725e-05 2.24283679076773 BLCA 0.10068759361322 -0.076262913071352
GLI2 2.47609090446725e-05 2.43580829797464 BLCA 0.073403850646388 -0.0985333018401508
ENG 2.47609090446725e-05 1.98185950042094 BLCA 0.0596688578470235 -0.0947971083091114
MSC 2.47609090446725e-05 2.44129128090833 BLCA 0.114190400837801 -0.120170367228574
TFEC 2.47609090446725e-05 2.4397934496137 BLCA 0.101707357407702 -0.0968639116462421
SFRP2 2.47609090446725e-05 2.44224523172335 BLCA 0.0922662396441105 -0.109330731374612
HES2 2.47609090446725e-05 2.20713621740527 BLCA 0.1056717421451 -0.0807361304569496
LOXL2 2.47609090446725e-05 2.54359074549552 BLCA 0.0936190244919682 -0.107863649900423
KLHL6 2.47609090446725e-05 2.24960079394498 BLCA 0.0939934877910393 -0.112686471584668
HMGA2 2.47609090446725e-05 1.99306996360387 BLCA 0.12604852957029 -0.119117454659322
ECM1 2.47609090446725e-05 2.20729007085216 BLCA 0.0852213387761993 -0.0990908796733909
SULF1 2.47609090446725e-05 2.71238238581261 BLCA 0.0845122842888686 -0.0814430767154532
S1PR1 2.47609090446725e-05 1.90039810978537 BLCA 0.0461756155389582 -0.0828168888517826
NLRC3 2.47609090446725e-05 2.84700661804693 BLCA 0.108296146687567 -0.114134081795045
APOE 2.47609090446725e-05 2.35481215922197 BLCA 0.127442674763371 -0.138145697085856
FOXM1 2.47609090446725e-05 1.97442657397595 BLCA 0.0639071651702776 -0.0370160383239485
CDT1 2.47609090446725e-05 1.94434083829586 BLCA 0.076154423377615 -0.0673320742315919
SLA2 2.47609090446725e-05 3.07833685288341 BLCA 0.146002808584864 -0.123855543358234
CDC45 2.47609090446725e-05 1.82152192820708 BLCA 0.0650262333606851 -0.0443173697099951
CD80 2.47609090446725e-05 2.81072266539316 BLCA 0.102914026473307 -0.0910566347343194
FOSL1 2.47609090446725e-05 1.99543951557075 BLCA 0.0764598861046741 -0.0637748163094752
BATF3 2.47609090446725e-05 1.95379054366248 BLCA 0.10533071631347 -0.100729771739239
SOX7 2.47609090446725e-05 2.1076472002925 BLCA 0.0916309841466434 -0.0848636262771723
CD3D 2.47609090446725e-05 2.97152795045115 BLCA 0.0869028048705263 -0.0899585447728168
EFEMP1 2.47609090446725e-05 2.13019452358042 BLCA 0.114903740272593 -0.107945900906113
CSDC2 2.47609090446725e-05 2.16344942092691 BLCA 0.0739263071821332 -0.0989174680625419
COL1A1 2.47609090446725e-05 2.6690777028725 BLCA 0.0965105083090275 -0.0981079859233095
LUM 2.47609090446725e-05 2.47245982256624 BLCA 0.0811481344878823 -0.107293361202532
IRF1 2.47609090446725e-05 2.71721100272886 BLCA 0.098017557838654 -0.0846578027711161
SFRP4 2.47609090446725e-05 2.52238634051974 BLCA 0.0681769067018878 -0.0815084655203962
TMIGD3 2.47609090446725e-05 2.68904016771245 BLCA 0.116634253709584 -0.123352838599537
CCNA2 2.47609090446725e-05 1.90812703806066 BLCA 0.0965559971807267 -0.0760400054572125
AURKB 2.47609090446725e-05 1.87235616771542 BLCA 0.05612674637766 -0.0532013941461912
IRF4 2.47609090446725e-05 2.94621546388981 BLCA 0.117900988948265 -0.121251656110076
RAMP3 2.47609090446725e-05 1.94639743719177 BLCA 0.0479745969885076 -0.0678949688176518
IGF1 2.47609090446725e-05 2.27673858139482 BLCA 0.0680552894642323 -0.106043960256665
PYHIN1 2.47609090446725e-05 3.05173452606161 BLCA 0.117464668201347 -0.111770354800772
TNFAIP3 2.47609090446725e-05 2.02390714553326 BLCA 0.0847786982675539 -0.0863457159659868
DACT1 2.47609090446725e-05 2.18687233657495 BLCA 0.0554684484161253 -0.0824006801636877
SCML4 2.47609090446725e-05 2.85859968868105 BLCA 0.110254712544215 -0.112634176830303
ZNF831 2.47609090446725e-05 2.90246646076731 BLCA 0.107867383970874 -0.121418002534439
SP110 2.47609090446725e-05 2.08238392736257 BLCA 0.0918014905812839 -0.0868044122048965
PSME2 2.47609090446725e-05 2.04546205517668 BLCA 0.078164033138193 -0.0615676753039774
NLRC5 2.47609090446725e-05 2.74145902877159 BLCA 0.0986941740194383 -0.0900298042754513
PSMB9 2.47609090446725e-05 2.88110521125872 BLCA 0.0877588094109361 -0.0788800978484034
WNT2 2.47609090446725e-05 2.33663713485341 BLCA 0.0685717774926921 -0.0931840394807038
S100A8 2.47609090446725e-05 2.31321585926091 BLCA 0.104230782066829 -0.0818889795469752
PSMB8 2.47609090446725e-05 2.41713488535012 BLCA 0.111005731597086 -0.0754130148874564
GAS6 2.47609090446725e-05 1.91997012973848 BLCA 0.10370819847317 -0.130715074896944
STAT1 2.47609090446725e-05 2.61821114299382 BLCA 0.0928658737502929 -0.0839583376797511
RELB 2.47609090446725e-05 1.94319475458833 BLCA 0.0808412636403373 -0.0793130600454086
CIITA 2.47609090446725e-05 2.55789768682716 BLCA 0.099837349889733 -0.101335476887746
SLC11A1 2.47609090446725e-05 2.35339168141698 BLCA 0.0905075286302313 -0.0816198512990735
SP140 2.47609090446725e-05 2.82636800740591 BLCA 0.107511999517288 -0.118602938625037
TBX21 2.47609090446725e-05 2.8938353229517 BLCA 0.106813625480382 -0.0909504102144638
PARP14 2.47609090446725e-05 2.45181931547649 BLCA 0.085639801753063 -0.0788776783731882
TNIP3 2.47609090446725e-05 2.68258565936549 BLCA 0.100955858240885 -0.0809298234704915
CYR61 2.47609090446725e-05 1.93107838150645 BLCA 0.0927967226991308 -0.106594228908241
BATF2 2.47609090446725e-05 2.64053287440837 BLCA 0.0872134372687035 -0.0746902450858741
SPIB 2.47609090446725e-05 2.41411329255571 BLCA 0.109866359224507 -0.117980283494334
MEOX2 2.47609090446725e-05 1.97311832631897 BLCA 0.0794893549419095 -0.12112029273185
MEOX1 2.47609090446725e-05 2.18423208359417 BLCA 0.0615288198755692 -0.0957906905284839
AKNA 2.47609090446725e-05 2.00009119774252 BLCA 0.0253732876215495 -0.0308594508600073
DTX3L 2.47609090446725e-05 2.23853060552171 BLCA 0.0774364486095154 -0.0760187489805432
LPXN 2.47609090446725e-05 2.23656627713998 BLCA 0.0876981933708205 -0.102116783857184
POU2AF1 2.47609090446725e-05 2.52775499114807 BLCA 0.0703405385680232 -0.0848183940138156
HGF 2.47609090446725e-05 1.98240407461943 BLCA 0.0570111139276338 -0.0785370487309026
HIC1 2.47609090446725e-05 2.20868746119652 BLCA 0.0868519102506999 -0.111005115971412
IL6 2.47609090446725e-05 2.37441292187328 BLCA 0.0611532742017818 -0.0846952347560059
KLF9 2.47609090446725e-05 2.08411291081797 BLCA 0.109983907284548 -0.11697352214236
GAS7 2.47609090446725e-05 2.07535202001486 BLCA 0.106715909098046 -0.110917464733882
CD40LG 2.47609090446725e-05 2.71601838639012 BLCA 0.0897444383188173 -0.103155850426563
ETV7 2.47609090446725e-05 1.94884751636498 BLCA 0.0534707957465697 -0.0141504464951387
CD74 2.47609090446725e-05 2.70579925674245 BLCA 0.0716721862670331 -0.0972761446514822
LTF 2.47609090446725e-05 2.28605112556644 BLCA 0.046016814960564 -0.0784742932189208
IFNG 2.47609090446725e-05 2.77648420413471 BLCA 0.0900501124963772 -0.0809594826108389
FASLG 2.47609090446725e-05 2.76838519740383 BLCA 0.0920514432005317 -0.0976602833160977
PAX5 2.47609090446725e-05 2.32391595279673 BLCA 0.0952698217481519 -0.0849194169765231
PARP9 2.47609090446725e-05 2.4198806103856 BLCA 0.0736063025058119 -0.0713965372463977
DDX58 2.47609090446725e-05 2.39748313930768 BLCA 0.0993979174532962 -0.0960482488599526
FOXP3 2.47609090446725e-05 2.69295781731905 BLCA 0.112404204218266 -0.104126512863115
CXCL10 2.47609090446725e-05 2.7474762152475 BLCA 0.0800818909431844 -0.0660009716710921
RFX8 2.47609090446725e-05 2.02977627763842 BLCA 0.0867470611431063 -0.112891501335628
STAT4 2.47609090446725e-05 2.45756720678465 BLCA 0.0921104807528066 -0.0927214469854883
TNFRSF4 2.47609090446725e-05 2.34393824876082 BLCA 0.0790345604573389 -0.0958177374415848
MN1 2.47609090446725e-05 2.25726886232653 BLCA 0.0914120679517188 -0.0927101094756271
KLF17 2.47609090446725e-05 2.01652368750501 BLCA 0.0662578873535234 -0.0808723582828882
PIM2 2.47609090446725e-05 2.53537520650367 BLCA 0.0722397271378886 -0.0867091056068396
CSF2 2.47609090446725e-05 2.39209377934538 BLCA 0.103407092233289 -0.0895928956365364
ZNF683 2.47609090446725e-05 2.61493223334546 BLCA 0.066775715050709 -0.0671478229735409
TNFSF8 2.47609090446725e-05 2.56750631703607 BLCA 0.0912649807607913 -0.107011038807333
OSM 2.47609090446725e-05 2.53581944297889 BLCA 0.0795502690091868 -0.0722055353754485
PARP15 2.47609090446725e-05 2.32041477921693 BLCA 0.0909465069461165 -0.0706298054665974
ADGRG3 2.47609090446725e-05 2.32377786638682 BLCA 0.102056153091662 -0.10411057902465
CSF3 2.47609090446725e-05 2.44543130491022 BLCA 0.0693875457020858 -0.0708707612331108
EIF2AK2 2.47609090446725e-05 2.06991523541737 BLCA 0.0688877444986254 -0.0707085863824824
LYL1 2.47609090446725e-05 2.06370247760229 BLCA 0.0894753730922102 -0.100038908037397
ZMYND15 2.47609090446725e-05 2.18008101589133 BLCA 0.129915359889915 -0.128519844684959
TRIM21 2.47609090446725e-05 2.01082240918291 BLCA 0.103441900388692 -0.0863970820295226
SNAI1 2.47609090446725e-05 2.06502929019854 BLCA 0.11217803907905 -0.114070742386906
PLSCR1 2.47609090446725e-05 2.22138861506009 BLCA 0.0866138618154116 -0.0684216089898859
EOMES 2.49551582784286e-05 2.30897494654774 BLCA 0.0942269183005727 -0.0914883458414291
AICDA 2.49551582784286e-05 2.18167259758415 BLCA 0.128654511213097 -0.117825153073007
TNFSF4 2.49551582784286e-05 2.10231190132734 BLCA 0.0868511153691048 -0.120661227375626
VAV1 2.49551582784286e-05 2.10728929985474 BLCA 0.0760022813339737 -0.0856658383378378
CD38 2.70779518299965e-05 2.05318684267027 BLCA 0.122620847223674 -0.0982133092966704
IPPK 3.6405047904264e-05 1.6667308125573 BLCA 0.0783157767759674 -0.0605578536248105
KCTD1 3.69276726690032e-05 1.67643945922645 BLCA 0.0339233774424447 -0.0193572493548179
ERBB4 3.74605745532255e-05 -2.11318356313346 BLCA -0.167261994801428 0.185419040552086
TCF15 3.76397515654322e-05 -2.18938313686351 BLCA -0.0475900075717066 0.0510111038667362
PLK1 3.77830256795762e-05 1.77976040080868 BLCA 0.0814551980935688 -0.0625571095044358
SP100 3.89464460052262e-05 1.81564724224065 BLCA 0.0841061004865175 -0.0660358679494317
ZNF345 3.94305341774736e-05 -2.2790176199052 BLCA -0.0762853005217381 0.103913818087164
ZNF682 4.16689733419767e-05 -2.1518973212826 BLCA -0.114543089867719 0.124419562644146
ZNF44 4.28278186756805e-05 -2.10149098120771 BLCA -0.0972841042386391 0.088448495307447
CHP2 4.28278186756805e-05 -2.50115499339398 BLCA -0.0823321471742101 0.0755162435567014
L3MBTL1 4.28278186756805e-05 -2.30397016598825 BLCA -0.0495217407632467 0.0855162060981002
HSF4 4.28278186756805e-05 -2.03914053156887 BLCA -0.082432818993732 0.0691380229272111
NR4A3 4.28278186756805e-05 1.99209421713037 BLCA 0.103240994693472 -0.120740515586641
NPAS2 4.28278186756805e-05 -2.06715326905438 BLCA -0.0994773296493611 0.106046547836339
PARP10 4.28278186756805e-05 1.97890558331526 BLCA 0.0275758117928215 -0.0252515410060903
POU3F1 4.28278186756805e-05 -2.10777779121169 BLCA -0.0764952597841365 0.110106762732467
HOXB5 4.28278186756805e-05 -2.11981056933745 BLCA -0.0878450132461182 0.0652571694097188
GLI4 4.28278186756805e-05 -2.14181051497384 BLCA -0.0804561193408032 0.0748392943976164
ZNF675 4.33642689674978e-05 -2.09987873168828 BLCA -0.0758910774616979 0.0909535805125239
ATF7IP2 4.33642689674978e-05 -2.09028159840918 BLCA -0.0610413832374143 0.0736937852821343
PIR 4.33642689674978e-05 -2.25834058842929 BLCA -0.0794116968565401 0.0864782522217404
EMX2 4.33642689674978e-05 -2.33633265641563 BLCA -0.1000882992423 0.099375562308203
PCGF3 4.3613749761682e-05 -2.32329811996624 BLCA -0.0865894662609425 0.0852534624718797
MOSPD1 4.42103854462825e-05 -1.94333925379445 BLCA -0.0638625775960061 0.0617752885286428
NR3C2 4.42103854462825e-05 -1.98352899439168 BLCA -0.0455819018464883 0.0143526893920962
OGT 4.42103854462825e-05 -2.22620341612562 BLCA -0.0761601178952565 0.0848318322878248
ZNF254 4.42103854462825e-05 -1.92516708539377 BLCA -0.105542031180081 0.103461782582453
SMAD6 4.42103854462825e-05 -1.98079351662699 BLCA -0.122765775208999 0.11878358964735
PABPC1L 4.42103854462825e-05 -2.23362153278287 BLCA -0.0845162714116135 0.0934780035823159
CAMK2A 4.42103854462825e-05 2.02405532266169 BLCA 0.117071741772851 -0.0971526170298827
MZF1 4.42103854462825e-05 -2.53288360003378 BLCA -0.0949655652131154 0.0996798611897664
ZNF846 4.42103854462825e-05 -2.12092617097501 BLCA -0.0782665791016002 0.0732496017105447
QARS 4.42103854462825e-05 -1.92188004820914 BLCA -0.0778024688117032 0.0868458527373753
ZNF23 4.42103854462825e-05 -2.24437665278474 BLCA -0.0458380381690291 0.0649599864981447
RECQL5 4.42103854462825e-05 -1.96199626186832 BLCA -0.0991389605747273 0.100952009270907
ERN2 4.42103854462825e-05 -2.45716789573608 BLCA -0.0627211093501594 0.0796820049074851
SHH 4.42103854462825e-05 -2.4440851071636 BLCA -0.0855312144294281 0.0927546793727874
EHF 4.42103854462825e-05 -1.98257766760788 BLCA -0.0816472451131164 0.0800107744978124
SS18L1 4.42103854462825e-05 -2.07666376704265 BLCA -0.0550176927140392 0.0593936571059056
EVX1 4.42103854462825e-05 -2.82649180936135 BLCA -0.0991625693299064 0.106097150499329
IHH 4.42103854462825e-05 -2.41245851884231 BLCA -0.0723956290622159 0.0685031741526664
LHX4 4.42103854462825e-05 -2.43052339563689 BLCA -0.0642311136928862 0.0882456831304189
PKIA 4.42103854462825e-05 -1.96907409948476 BLCA -0.0947970230877846 0.0925925349652943
TGFBR3 4.42103854462825e-05 -2.05914416236757 BLCA -0.0974161360319083 0.0797737440233905
ARGLU1 4.42103854462825e-05 -2.16496313435268 BLCA -0.0720212402136692 0.0826835684456005
NR1H4 4.42103854462825e-05 -2.28572433833409 BLCA -0.0628900738637476 0.0655047452798521
SIRT7 4.42322979184281e-05 -1.87996091789708 BLCA -0.0782173961790729 0.0998141534608097
KAT2A 4.42322979184281e-05 -1.8650042703265 BLCA -0.0896896794227798 0.102515592193803
PAXBP1 4.42322979184281e-05 -2.25904603503837 BLCA -0.0825745470046565 0.100872757787909
EIF2AK3 4.42322979184281e-05 -2.13077720216924 BLCA -0.0980848517320164 0.0904844712179266
ITGA8 4.42322979184281e-05 -1.8939043381534 BLCA -0.0426131931329638 0.0335617023990008
SPDEF 4.42322979184281e-05 -2.20387072051089 BLCA -0.0699325059540026 0.0757798043096558
ZNF91 4.42917115740159e-05 -2.23824125627873 BLCA -0.0929675701968358 0.10674382763513
ELP6 4.43051881631933e-05 -1.84775308494959 BLCA -0.0643498940977055 0.0746447987574966
ZNF789 4.43051881631933e-05 -2.44229950545584 BLCA -0.115669028262594 0.115408319601952
ZNF737 4.43051881631933e-05 -2.32902778117093 BLCA -0.0985123454391967 0.100642920118848
TRIM52 4.43051881631933e-05 -2.27788322766097 BLCA -0.0824363522893629 0.0969362612456856
DDX39B 4.43051881631933e-05 -2.40410536337948 BLCA -0.0869061684005496 0.0988995483147527
ATOH8 4.43051881631933e-05 -2.21495672876118 BLCA -0.0752430114720748 0.0663693286534252
ID1 4.43051881631933e-05 -1.92559804610424 BLCA -0.0785754359791306 0.0913602464195201
SRC 4.43051881631933e-05 -2.24314775630462 BLCA -0.119726858056277 0.114817405261891
TRIM31 4.43051881631933e-05 -2.49223805717854 BLCA -0.0503277791221395 0.0720660885681602
CCNL1 4.43051881631933e-05 -2.12168176944254 BLCA -0.0994474401026665 0.126200593404515
ZGLP1 4.43051881631933e-05 -1.81658602826647 BLCA -0.0466372295716672 0.0642055027109556
MACC1 4.43051881631933e-05 -1.82934939414525 BLCA -0.0791589698916943 0.077329286630659
LPIN3 4.43051881631933e-05 -2.26976367403174 BLCA -0.0631860126587279 0.0893065513231447
ZNF224 4.43051881631933e-05 -2.00335634086965 BLCA -0.0838582099524942 0.0870616440026981
HNF1B 4.43051881631933e-05 -2.70557525495467 BLCA -0.098153398490642 0.086751926490715
BHLHE41 4.43051881631933e-05 -1.83526135206992 BLCA -0.0970729576842563 0.0957348571518618
ZNF169 4.43051881631933e-05 -2.16552208731426 BLCA -0.0619214122865378 0.0806437325870296
BMP3 4.43051881631933e-05 -2.52209628334563 BLCA -0.0983017699832391 0.0873685096890245
PTAFR 4.45284791659556e-05 1.86703075713035 BLCA 0.0931274872623725 -0.0790942702347342
RARG 4.45435960815601e-05 -1.77845509654376 BLCA -0.0755447322475865 0.0863453989905257
GDF15 4.47055602048571e-05 -2.26075725849128 BLCA -0.0693146305019999 0.0717589818768688
ASCC2 4.47589127697178e-05 -2.13022831794509 BLCA -0.0922827648074604 0.0871009312757223
OVOL2 4.4994292847457e-05 -2.344095277266 BLCA -0.103879475624975 0.11071816901265
PSMB10 4.4994292847457e-05 1.91576235954802 BLCA 0.0582177623887304 -0.0540932703521652
BAMBI 4.51558802780577e-05 -2.07869989988498 BLCA -0.101031411439664 0.0951877988180623
ZNF852 4.51558802780577e-05 -2.17908379874268 BLCA -0.0839105612354578 0.106201620599379
AGER 4.51558802780577e-05 -2.43373333718728 BLCA -0.0709561766081578 0.093923254245383
CDK5RAP3 4.51558802780577e-05 -2.06666137856945 BLCA -0.0800593289715436 0.0888794948610856
MYSM1 4.51558802780577e-05 -2.35720873822682 BLCA -0.0808203506338079 0.0971207581939348
HDAC10 4.51558802780577e-05 -2.14227755257991 BLCA -0.055188472194689 0.0657381672160457
GTF2IRD2B 4.51801801283194e-05 -1.91641035833211 BLCA -0.0871085957086268 0.0947313951834972
ELF5 4.53409106923233e-05 -3.06671507606431 BLCA -0.101631172295917 0.0914028063927109
ZNF337 4.57281837191517e-05 -2.4959756358173 BLCA -0.0546674431764609 0.0710843686901774
HTRA1 4.57281837191517e-05 1.93980780820172 BLCA 0.0944937815189326 -0.0990747866716438
DMTF1 4.58993519011512e-05 -2.15585272564901 BLCA -0.104859943429137 0.0999999783832428
PLA2G10 4.58993519011512e-05 -2.4054598447392 BLCA -0.0825019230913533 0.0871625869837692
KLF3 4.67116445095963e-05 -2.18613435613153 BLCA -0.0829807556671413 0.0918135937146014
TSSK4 4.679633720913e-05 -2.25023208321129 BLCA -0.0743344531077111 0.0801909456393356
ZNF799 4.679633720913e-05 -1.74454781704701 BLCA -0.0816583549218551 0.0889176873739949
CCNL2 4.679633720913e-05 -2.77553887247907 BLCA -0.0908275472840774 0.0891846402640046
GTF2H4 4.679633720913e-05 -1.99700153822124 BLCA -0.0419469746366863 0.0822967320794159
NR2C2 4.679633720913e-05 -2.12857802621087 BLCA -0.0851296035583896 0.0919995849966391
TWIST2 4.679633720913e-05 2.03663650626654 BLCA 0.0621008064226847 -0.0904719165598862
OVOL1 4.679633720913e-05 -2.17284583361305 BLCA -0.0730687447672574 0.0966675716178874
GPS2 4.679633720913e-05 -2.63863323505376 BLCA -0.08436301027662 0.0909260151448995
ADGRF1 4.679633720913e-05 -2.3393407601656 BLCA -0.0728133343612133 0.0666191420388565
TOX3 4.74486433929056e-05 -2.89842530657347 BLCA -0.123460506317876 0.103638793244672
GRHL2 4.74486433929056e-05 -1.75407857383916 BLCA -0.0832071608255771 0.111331395997475
SMAD3 4.74486433929056e-05 -1.77071505780347 BLCA -0.0561201546457665 0.0530491130778762
ZNF692 4.74486433929056e-05 -2.37952506306775 BLCA -0.0649773732878595 0.094428001881693
ZNF750 4.74486433929056e-05 -1.83296665606564 BLCA -0.0167407459951014 0.0246883095525475
NR3C1 4.74486433929056e-05 -1.77965603106057 BLCA 0.0965157602564688 -0.0932354683358957
NR2F6 4.74486433929056e-05 -1.9822051240325 BLCA -0.0959690835523916 0.0978358159218025
CDH1 4.74486433929056e-05 -2.24298591185354 BLCA -0.099954308192346 0.098890183885115
TRIP13 4.74486433929056e-05 1.78648066258239 BLCA 0.0714596403835847 -0.0474842407308
MBTD1 4.74486433929056e-05 -1.73909579747484 BLCA -0.0879633658044557 0.102006529270278
KMT2D 4.74486433929056e-05 -1.64113700399749 BLCA -0.0584040152477789 0.063051720333416
CEBPA 4.74486433929056e-05 -2.30319683844755 BLCA -0.096561627641539 0.113494605761831
ZNF763 4.74486433929056e-05 -2.14343782463699 BLCA -0.0832930347884084 0.0829615773257026
ZBTB7C 4.74486433929056e-05 -2.53197947226789 BLCA -0.0789823947345028 0.0905567425168417
ZNF440 4.74486433929056e-05 -2.4647253240367 BLCA -0.0881302327573031 0.0941614772165258
TP63 4.74486433929056e-05 -1.82230332611034 BLCA -0.0157563091667412 0.0318047777076625
TBX2 4.74486433929056e-05 -1.66251097886928 BLCA -0.0973201403099146 0.0817640996738344
MSX2 4.74486433929056e-05 -2.59407791408247 BLCA -0.0814970583947392 0.0776738914874963
TLE2 4.74486433929056e-05 -2.15382102496086 BLCA -0.0854511336875754 0.0856836051641991
MDM4 4.74486433929056e-05 -1.88871295522756 BLCA -0.0973555127959259 0.0923017003986987
ZNF816 4.74486433929056e-05 -2.12831911919749 BLCA -0.0787750175947204 0.0901579236550558
CCNT2 4.74486433929056e-05 -2.21116343666596 BLCA -0.0947587865845166 0.100633918748138
EPCAM 4.74486433929056e-05 -2.33599326585367 BLCA -0.0843925431182375 0.0769494483064065
GTF2IRD2 4.74486433929056e-05 -2.12134004771835 BLCA -0.0994003791701064 0.111128816140825
HES1 4.74486433929056e-05 -2.09229952233277 BLCA -0.08802433125016 0.102170682474339
ARHGEF10L 4.81283207321838e-05 -2.30714418831247 BLCA -0.0994519810117887 0.0772578379461635
MAPK10 4.81283207321838e-05 -2.10096171375697 BLCA -0.0396251075298382 0.043311382174833
ZNF704 4.81929504319689e-05 -2.09410808544427 BLCA -0.11952947526768 0.116772966307759
GRHL1 4.82447893671614e-05 -2.45779615918714 BLCA -0.0703911485116623 0.0973991993139819
FOXA1 4.82509838077523e-05 -2.45029451861995 BLCA -0.0894971604342073 0.0965579547934474
ZNF823 4.82509838077523e-05 -2.18373225672117 BLCA -0.101278311187375 0.10368171053581
