ID	Description	GeneRatio	BgRatio	pvalue	qvalue	genes	geneID	Count	clusters	generatio	bgratio
WP2018	RANKL-RANK (Receptor activator of NFKB (ligand)) Signaling Pathway	5/55	55/23216	0.000264076859752	0.00181747015241	RELB; NFKB2; SPI1; STAT1; ICAM1	6688/4791/3383/6772/5971	5	3	0.0909090909090909	0.00236905582356995
path:hsa05134	Legionellosis - Homo sapiens (human)	5/55	55/23216	0.000264076859752	0.00181747015241	TLR2; PYCARD; NFKB2; ITGB2; NLRC4	29108/4791/7097/3689/58484	5	3	0.0909090909090909	0.00236905582356995
path:hsa05323	Rheumatoid arthritis - Homo sapiens (human)	6/90	86/23216	0.000275331549567	0.00187289484299	TGFB2; ITGB2; CD86; TLR2; CD28; ICAM1	3689/3383/7042/940/942/7097	6	3	0.0666666666666667	0.00370434183321847
R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	5/56	56/23216	0.000287559760339	0.00191992316708	IRF3; NLRC5; NFKB2; IRF7; DDX58	84166/4791/3661/3665/23586	5	3	0.0892857142857143	0.00241212956581668
R-HSA-918233	TRAF3-dependent IRF activation pathway	3/13	13/23216	0.000295372794936	0.00191992316708	IRF3; DDX58; IRF7	3661/3665/23586	3	3	0.230769230769231	0.000559958649207443
R-HSA-3270619	IRF3-mediated induction of type I IFN	3/13	13/23216	0.000295372794936	0.00191992316708	IRF3; IFI16; NLRC3	197358/3661/3428	3	3	0.230769230769231	0.000559958649207443
WP4329	miRNAs involvement in the immune response in sepsis	5/64	57/23216	0.000312593733914	0.00200953114659	RELB; IRF1; IRF7; NFKB2; ICAM1	3659/3383/3665/4791/5971	5	3	0.078125	0.0024552033080634
R-HSA-622312	Inflammasomes	3/15	15/23216	0.000462774761745	0.00263417627205	NLRC4; PYCARD; NLRP3	114548/58484/29108	3	3	0.2	0.000646106133700896
tollpathway	toll-like receptor pathway	4/35	35/23216	0.000463795138497	0.00263417627205	TLR2; TLR3; EIF2AK2; TLR6	7098/5610/7097/10333	4	3	0.114285714285714	0.00150758097863542
WP4136	Fibrin Complement Receptor 3 Signaling Pathway	4/36	36/23216	0.00051757710596	0.00288364387606	IRF3; TLR3; ITGB2; CXCL10	7098/3661/3627/3689	4	3	0.111111111111111	0.00155065472088215
path:hsa04933	AGE-RAGE signaling pathway in diabetic complications - Homo sapiens (human)	6/99	99/23216	0.000587600771049	0.00324289104777	TGFB2; STAT1; PRKCB; ICAM1; COL1A1; SERPINE1	6772/1277/3383/7042/5054/5579	6	3	0.0606060606060606	0.00426430048242591
WP4063	Interleukin-10 signaling	4/38	38/23216	0.000638209650717	0.00345696894139	CXCL10; PTAFR; ICAM1; CD86	3383/5724/3627/942	4	3	0.105263157894737	0.0016368022053756
path:hsa05142	Chagas disease (American trypanosomiasis) - Homo sapiens (human)	6/102	101/23216	0.000653405071804	0.00350680703675	TGFB2; TLR2; FASLG; TLR6; CD3D; SERPINE1	10333/7042/356/915/7097/5054	6	3	0.0588235294117647	0.00435044796691937
path:hsa04668	TNF signaling pathway - Homo sapiens (human)	6/110	110/23216	0.00102315609855	0.00498788598043	CEBPB; IRF1; RPS6KA4; ICAM1; CXCL10; BCL3	1051/3627/3659/602/8986/3383	6	3	0.0545454545454545	0.0047381116471399
WP2332	Interleukin-11 Signaling Pathway	4/44	44/23216	0.00111834235599	0.00521693469283	RPS6KA1; BIRC5; STAT1; ICAM1	332/3383/6772/6195	4	3	0.0909090909090909	0.00189524465885596
path:hsa05133	Pertussis - Homo sapiens (human)	5/76	76/23216	0.001177660565	0.00536295310504	IRF3; PYCARD; IRF1; ITGB2; NLRP3	29108/3659/3661/3689/114548	5	3	0.0657894736842105	0.00327360441075121
path:hsa05203	Viral carcinogenesis - Homo sapiens (human)	8/201	200/23216	0.00118259991547	0.00536295310504	IRF3; ACTN1; CCNA2; IRF9; EIF2AK2; IRF7; NFKB2; SP100	6672/3661/87/10379/4791/890/3665/5610	8	3	0.0398009950248756	0.00861474844934528
reg_gr_pathway	Glucocorticoid receptor regulatory network	5/80	80/23216	0.00148238591036	0.0065566022936	TBX21; IRF1; SPI1; ICAM1; STAT1	6772/6688/30009/3659/3383	5	3	0.0625	0.00344589937973811
R-HSA-1236975	Antigen processing-Cross presentation	4/49	48/23216	0.00155224410967	0.00677658809073	TLR2; NCF1; TLR6; BTK	653361/7097/10333/695	4	3	0.0816326530612245	0.00206753962784287
nfkappabalternativepathway	Alternative NF-kappaB pathway	2/6	6/23216	0.00158127826035	0.0068018219287	RELB; NFKB2	5971/4791	2	3	0.333333333333333	0.000258442453480358
R-HSA-936440	Negative regulators of DDX58/IFIH1 signaling	3/23	23/23216	0.00169454978249	0.00718341755619	IRF3; NLRC5; DDX58	84166/23586/3661	3	3	0.130434782608696	0.000990696071674707
WP254	Apoptosis	5/87	84/23216	0.00184158174514	0.00758679803457	IRF3; FASLG; IRF1; IRF7; BIRC5	3659/3665/3661/332/356	5	3	0.0574712643678161	0.00361819434872502
R-HSA-1236974	ER-Phagosome pathway	3/24	24/23216	0.00192193204879	0.00785145004937	TLR2; TLR6; BTK	7097/10333/695	3	3	0.125	0.00103376981392143
WP1533	Vitamin B12 Metabolism	4/51	51/23216	0.00194608590967	0.00785145004937	NFKB2; APOE; SERPINE1; ICAM1	5054/3383/348/4791	4	3	0.0784313725490196	0.00219676085458305
R-HSA-1606322	ZBP1(DAI) mediated induction of type I IFNs	3/27	27/23216	0.00271480187489	0.0100516398532	IRF3; TLR3; NFKB2	7098/3661/4791	3	3	0.111111111111111	0.00116299104066161
integrin2_pathway	Beta2 integrin cell surface interactions	3/30	29/23216	0.00334024711567	0.0114909018429	ITGB2; CD40LG; ICAM1	959/3689/3383	3	3	0.1	0.00124913852515507
pcafpathway	the information processing pathway at the ifn beta enhancer	3/29	29/23216	0.00334024711567	0.0114909018429	IRF3; IRF1; IRF7	3661/3665/3659	3	3	0.103448275862069	0.00124913852515507
R-HSA-844456	The NLRP3 inflammasome	2/10	10/23216	0.00461554883573	0.0140630003589	PYCARD; NLRP3	114548/29108	2	3	0.2	0.000430737422467264
path:hsa05145	Toxoplasmosis - Homo sapiens (human)	5/113	111/23216	0.00611681536333	0.0177609340933	TLR2; CIITA; TGFB2; CD40LG; STAT1	6772/959/4261/7042/7097	5	3	0.0442477876106195	0.00478118538938663
R-HSA-936964	Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	2/13	13/23216	0.00783793046917	0.0208078931122	IRF3; IRF7	3661/3665	2	3	0.153846153846154	0.000559958649207443
R-HSA-3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	2/13	13/23216	0.00783793046917	0.0208078931122	NFKB2; IRF7	3665/4791	2	3	0.153846153846154	0.000559958649207443
R-HSA-3134975	Regulation of innate immune responses to cytosolic DNA	2/15	15/23216	0.0104081212788	0.0256909322704	IRF3; TRIM21	3661/6737	2	3	0.133333333333333	0.000646106133700896
WP3877	Simplified Depiction of MYD88 Distinct Input-Output Pathway	2/17	17/23216	0.0132986649403	0.0305087019219	TLR2; TLR6	7097/10333	2	3	0.117647058823529	0.000732253618194349
path:hsa05150	Staphylococcus aureus infection - Homo sapiens (human)	3/56	52/23216	0.0169802269145	0.0370650475558	ITGB2; PTAFR; ICAM1	5724/3383/3689	3	3	0.0535714285714286	0.00223983459682977
Pathway_RANKL	RANKL	2/23	23/23216	0.0237523922676	0.0464720718279	NFKB2; SPI1	6688/4791	2	3	0.0869565217391304	0.000990696071674707
R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	2/23	23/23216	0.0237523922676	0.0464720718279	TLR3; NFKB2	7098/4791	2	3	0.0869565217391304	0.000990696071674707
R-HSA-933542	TRAF6 mediated NF-kB activation	2/26	26/23216	0.0298994141228	0.0555274833709	DDX58; NFKB2	23586/4791	2	3	0.0769230769230769	0.00111991729841489
R-HSA-216083	Integrin cell surface interactions	3/67	66/23216	0.0316619739874	0.0577335295848	ITGB2; LUM; ICAM1	4060/3689/3383	3	3	0.0447761194029851	0.00284286698828394
WP176	Folate Metabolism	3/66	66/23216	0.0316619739874	0.0577335295848	NFKB2; SERPINE1; ICAM1	5054/3383/4791	3	3	0.0454545454545455	0.00284286698828394
nthipathway	nfkb activation by nontypeable hemophilus influenzae	2/29	28/23216	0.0343093088419	0.0610059138983	TLR2; TGFB2	7042/7097	2	3	0.0689655172413793	0.00120606478290834
amb2_neutrophils_pathway	amb2 Integrin signaling	2/31	31/23216	0.0413621664155	0.0689369440259	ITGB2; ICAM1	3689/3383	2	3	0.0645161290322581	0.00133528600964852
WP619	Type II interferon signaling (IFNG)	10/37	37/23216	3.00594319726e-12	5.86158923466e-10	IRF1; SPI1; STAT2; STAT1; CIITA; IRF9; EIF2AK2; PSMB9; ICAM1; CXCL10	4261/3659/3383/6688/3627/10379/5610/6772/6773/5698	10	2	0.27027027027027	0.00159372846312888
il12_2pathway	IL12-mediated signaling events	8/65	61/23216	2.12069044107e-07	8.27069272017e-06	STAT4; STAT1; TBX21; CD4; FASLG; RELB; NFKB2; CD3D	5971/6772/6775/4791/920/30009/915/356	8	2	0.123076923076923	0.00262749827705031
WP4197	The human immune response to tuberculosis	5/22	22/23216	2.63439760168e-06	5.13707532328e-05	IRF1; PSMB8; IRF9; STAT1; STAT2	3659/10379/6772/6773/5696	5	2	0.227272727272727	0.000947622329427981
WP3945	TYROBP Causal Network	7/60	60/23216	2.821536029e-06	5.32451153859e-05	RPS6KA1; ITGB2; LYL1; CD4; HCLS1; PYCARD; PLEK	6195/3059/4066/3689/5341/29108/920	7	2	0.116666666666667	0.00258442453480358
nfat_tfpathway	Calcineurin-regulated NFAT-dependent transcription in lymphocytes	6/49	49/23216	1.12253822425e-05	0.000172811805575	FOXP3; CD40LG; E2F1; TBX21; FASLG; IKZF1	959/1869/30009/50943/356/10320	6	2	0.122448979591837	0.00211061337008959
path:hsa05166	Human T-cell leukemia virus 1 infection - Homo sapiens (human)	11/219	217/23216	1.67033448443e-05	0.000244286418348	TGFB2; SPI1; CCNA2; E2F1; CD4; ITGB2; ICAM1; RELB; PTTG1; NFKB2; CD3D	9232/7042/6688/3689/4791/3383/1869/890/915/920/5971	11	2	0.0502283105022831	0.00934700206753963
rb_1pathway	Regulation of retinoblastoma protein	6/64	64/23216	5.29520064911e-05	0.000573646736986	CEBPB; CEBPA; SPI1; CCNA2; E2F1; TGFB2	1050/6688/1869/890/1051/7042	6	2	0.09375	0.00275671950379049
WP2374	Oncostatin M Signaling Pathway	6/65	65/23216	5.78416363649e-05	0.000593637846903	CEBPB; STAT1; PRKCH; PRKCB; OSM; SERPINE1	5054/1051/5583/5008/5579/6772	6	2	0.0923076923076923	0.00279979324603722
WP615	Senescence and Autophagy in Cancer	7/106	105/23216	0.000112689104084	0.00101359638423	CEBPB; IRF1; IRF7; E2F1; IFI16; COL1A1; SERPINE1	3659/3665/1869/5054/1051/1277/3428	7	2	0.0660377358490566	0.00452274293590627
path:hsa05200	Pathways in cancer - Homo sapiens (human)	16/526	525/23216	0.000114354463861	0.00101359638423	CEBPA; SPI1; PIM2; STAT2; STAT1; MECOM; E2F1; BIRC5; PRKCB; HMOX1; TGFB2; NOTCH3; STAT4; FASLG; NFKB2; LEF1	2122/356/332/6688/6772/6773/4791/4854/11040/1050/3162/7042/5579/6775/1869/51176	16	2	0.0304182509505703	0.0226137146795314
WP2849	Hematopoietic Stem Cell Differentiation	5/49	47/23216	0.000124480263874	0.00105537615023	FLI1; LYL1; LMO2; SPI1; IKZF1	10320/4066/4005/6688/2313	5	2	0.102040816326531	0.00202446588559614
WP2113	Type III interferon signaling	3/10	10/23216	0.000126813810229	0.00105980112834	IRF9; STAT2; STAT1	6772/6773/10379	3	2	0.3	0.000430737422467264
path:hsa05202	Transcriptional misregulation in cancer - Homo sapiens (human)	9/186	185/23216	0.000137574212018	0.00111708120419	CEBPB; CEBPA; SPI1; LYL1; ETV7; LMO2; FLI1; BCL11B; CD86	1050/1051/6688/2313/51513/64919/4005/942/4066	9	2	0.0483870967741935	0.00796864231564438
il27pathway	IL27-mediated signaling events	4/26	26/23216	0.000142412322813	0.00112582714656	TBX21; STAT4; STAT2; STAT1	6773/6772/6775/30009	4	2	0.153846153846154	0.00111991729841489
cmyb_pathway	C-MYB transcription factor network	6/85	84/23216	0.000242125973148	0.00177054617864	CEBPB; CEBPA; SPI1; TFEC; CD4; LEF1	22797/6688/920/1050/1051/51176	6	2	0.0705882352941176	0.00361819434872502
WP4149	White fat cell differentiation	4/32	32/23216	0.000326334878342	0.00207506417207	IRF3; CEBPB; CEBPA; MECOM	1050/1051/3661/2122	4	2	0.125	0.00137835975189524
WP2328	Allograft Rejection	6/91	89/23216	0.000331738831856	0.0020867442649	FOXP3; CD28; CD40LG; STAT1; CD86; FASLG	942/6772/959/50943/940/356	6	2	0.0659340659340659	0.00383356305995865
path:hsa04658	Th1 and Th2 cell differentiation - Homo sapiens (human)	6/92	90/23216	0.000352426890876	0.00219329501236	STAT4; STAT1; TBX21; NOTCH3; CD4; CD3D	6772/6775/4854/30009/920/915	6	2	0.0652173913043478	0.00387663680220538
WP236	Adipogenesis	7/131	130/23216	0.000421647402019	0.00256941385606	CEBPB; CEBPA; STAT1; STAT2; E2F1; OSM; SERPINE1	5008/6772/6773/1869/5054/1050/1051	7	2	0.0534351145038168	0.00559958649207443
path:hsa05146	Amoebiasis - Homo sapiens (human)	6/96	94/23216	0.000445484975686	0.00263417627205	ACTN1; ITGB2; PRKCB; TGFB2; TLR2; COL1A1	87/3689/1277/7042/7097/5579	6	2	0.0625	0.00404893177119228
il4_2pathway	IL4-mediated signaling events	5/65	62/23216	0.000463395754131	0.00263417627205	CEBPB; PARP14; SPI1; CD40LG; COL1A1	959/1277/54625/6688/1051	5	2	0.0769230769230769	0.00267057201929704
cd8tcrdownstreampathway	Downstream signaling in native CD8+ T cells	5/69	66/23216	0.000619032485701	0.00338442994519	TNFRSF4; FASLG; STAT4; CD3D; PRKCB	7293/6775/915/356/5579	5	2	0.072463768115942	0.00284286698828394
p53downstreampathway	Direct p53 effectors	7/143	141/23216	0.000686185939778	0.00361638535829	E2F1; PLK3; PRDM1; NLRC4; PYCARD; SERPINE1; CAV1	1869/639/29108/58484/5054/857/1263	7	2	0.048951048951049	0.00607339765678842
